# /home/jramos/Programacion/hmeyer/yasp_cJ/bin/rdf_all.x VERSION2.2 28JAN2003 HM
# weed=1 maxmean=99999 #frames=51 #particles=12060
# norm=9.27024e-06 norm2=nfr*nmol=0.0196078 ns*(ns-1)=145431540//-1172926052
22.9417 1.000326565 4240.972223 2839689
22.9583 1.000367912 4250.220654 2843934
22.975 0.9988510184 4259.468473 2843746
22.9917 0.9993075529 4268.733947 2849175
23.0083 0.9993480978 4278.013236 2853423
23.025 1.0006129 4287.317734 2861175
23.0417 1.000707319 4296.636586 2865589
23.0583 1.00041614 4305.966209 2868901
23.075 1.000881411 4315.313669 2874386
23.0917 0.9991979174 4324.658891 2873698
23.1083 0.9993629279 4334.019154 2878323
23.125 1.000814079 4343.406536 2886662
23.1417 1.000697252 4352.806356 2890487
23.1583 0.9999899499 4362.213067 2892606
23.175 0.9994845582 4371.628562 2895307
23.1917 0.9993542884 4381.056375 2899095
23.2083 1.001053567 4390.513797 2908200
23.225 0.9994585347 4399.969718 2907738
23.2417 0.9989056636 4409.433976 2910302
23.2583 0.9996968878 4418.91932 2916786
23.275 1.000036819 4428.421493 2921961
23.2917 1.000360058 4437.940355 2927093
23.3083 1.000765644 4447.47671 2932472
23.325 0.9994491188 4457.014145 2932804
23.3417 0.9993335153 4466.564109 2936657
23.3583 0.9988515876 4476.123104 2939434
23.375 1.00110431 4485.717334 2950269
23.3917 0.9998429137 4495.313145 2950755
23.4083 1.00089036 4504.932702 2958057
23.425 0.9994875673 4514.55246 2958119
23.4417 1.000705293 4524.197649 2965939
23.4583 0.9999394831 4533.849166 2967885
23.475 1.000726171 4543.522007 2974442
23.4917 0.9998123277 4553.199742 2975947
23.5083 0.9990876072 4562.884189 2978011
23.525 0.9997813761 4572.589107 2984306
23.5417 1.000450769 4582.314288 2990537
23.5583 1.00052664 4592.053983 2995000
23.575 0.9997953338 4601.800335 2997047
23.5917 0.9998086241 4611.560602 3001326
23.6083 1.000645858 4621.342849 3008085
23.625 0.9994444492 4631.127151 3008717
23.6417 1.000610227 4640.936692 3016478
23.6583 1.000165841 4650.755706 3019391
23.675 0.9993962259 4660.580993 3021320
23.6917 0.999386191 4670.42002 3025545
23.7083 1.000051063 4680.27945 3031819
23.725 1.001578055 4690.167822 3040719
23.7417 0.9992566013 4700.047141 3037935
23.7583 1.000783713 4709.955454 3046851
23.775 1.000162708 4719.871517 3049234
23.7917 0.9997805856 4729.797694 3052344
23.8083 1.000488079 4739.744817 3058785
23.825 0.9997423801 4749.698447 3060786
23.8417 1.000897092 4759.67752 3068610
23.8583 0.9998444518 4769.660041 3069670
23.875 0.9992149892 4779.65022 3072025
23.8917 1.001181858 4789.674044 3082371
23.9083 1.000962599 4799.70966 3085997
23.925 1.000048851 4809.750098 3087480
23.9417 1.000131621 4819.805362 3092039
23.9583 1.000526506 4829.878607 3097568
23.975 1.000272281 4839.963308 3101091
23.9917 0.9996863493 4850.05612 3103585
24.0083 0.999907481 4860.165194 3108586
24.025 1.000845271 4870.297804 3115823
24.0417 1.000507974 4880.441057 3119096
24.0583 0.999630904 4890.589474 3120684
24.075 1.000191568 4900.757657 3126762
24.0917 1.000006072 4910.938035 3130512
24.1083 1.000476947 4921.137304 3136321
24.125 0.999866617 4931.344449 3138743
24.1417 0.9998938873 4941.56598 3143167
24.1583 1.000083735 4951.803574 3148106
24.175 1.00000753 4962.054516 3152211
24.1917 0.9992453411 4972.311774 3154153
24.2083 0.999828862 4982.589169 3160345
24.225 0.9985493092 4992.867548 3160648
24.2417 1.000847863 5003.183768 3172284
24.2583 0.9999929277 5013.505354 3173934
24.275 0.9998536103 5023.839687 3177854
24.2917 0.999511703 5034.184677 3181131
24.3083 0.9990653077 5044.539241 3184075
24.325 1.000694758 5054.92492 3193643
24.3417 0.9995774011 5065.313223 3194450
24.3583 0.999104003 5075.71083 3197311
24.375 1.000204348 5086.134138 3205214
24.3917 0.9999389344 5096.568935 3208747
24.4083 0.9993334784 5107.01167 3211188
24.425 1.000513237 5117.481016 3219371
24.4417 0.9998922017 5127.958147 3221765
24.4583 1.000369401 5138.454579 3227700
24.475 1.000529601 5148.967004 3232618
24.4917 1.000710384 5159.495653 3237607
24.5083 1.000357913 5170.034923 3240873
24.525 0.9990449687 5180.574681 3241023
24.5417 0.9995136244 5191.13372 3246952
24.5583 1.000504536 5201.717588 3254587
24.575 0.9999461115 5212.309911 3257187
24.5917 1.000202254 5222.919323 3262442
24.6083 1.000176949 5233.542852 3266783
24.625 0.9997676903 5244.176423 3269871
24.6417 0.9990746589 5254.817012 3272029
24.6583 1.000703374 5265.48937 3281798
24.675 0.9996141715 5276.164528 3282659
24.6917 0.9999915553 5286.858147 3288336
24.7083 0.9999952918 5297.566247 3292789
24.725 0.9996338665 5308.284923 3296041
24.7417 1.000034843 5319.022359 3301810
24.7583 1.000253563 5329.776618 3306983
24.775 1.000429408 5340.547254 3312019
24.7917 0.9998292281 5351.325916 3314487
24.8083 1.000280514 5362.123946 3320443
24.825 0.999555791 5372.928656 3322497
24.8417 0.9994681457 5383.746931 3326668
24.8583 1.000220544 5394.587881 3333641
24.875 1.000121759 5405.442301 3337783
24.8917 0.9995540379 5416.305101 3340360
24.9083 0.9998547573 5427.185726 3345841
24.925 1.00007529 5438.083319 3351059
24.9417 0.9994532808 5448.988704 3353455
24.9583 1.000836639 5459.923783 3362586
24.975 1.000418588 5470.868898 3365672
24.9917 0.9999262542 5481.823232 3368507

