#    dump      timestep(ps) <rg2>          <rgx2>      <rgy2>      <rgz2>
#    ----      ----         -----          -------     -------     -------
          51         0.00    0.166522E+04    0.518549E+03 0.532549E+03 0.614122E+03
          52         0.00    0.171846E+04    0.528562E+03 0.568616E+03 0.621277E+03
          53         0.00    0.176453E+04    0.565684E+03 0.563361E+03 0.635485E+03
          54         0.00    0.174887E+04    0.560163E+03 0.556636E+03 0.632070E+03
          55         0.00    0.170962E+04    0.525333E+03 0.530906E+03 0.653385E+03
          56         0.00    0.181438E+04    0.583954E+03 0.579704E+03 0.650723E+03
          57         0.00    0.175146E+04    0.568548E+03 0.540822E+03 0.642092E+03
          58         0.00    0.179669E+04    0.582362E+03 0.525721E+03 0.688610E+03
          59         0.00    0.177407E+04    0.562860E+03 0.572276E+03 0.638937E+03
          60         0.00    0.179189E+04    0.560379E+03 0.553671E+03 0.677835E+03
          61         0.00    0.176797E+04    0.570578E+03 0.549850E+03 0.647538E+03
          62         0.00    0.169605E+04    0.548507E+03 0.525310E+03 0.622232E+03
          63         0.00    0.166467E+04    0.518653E+03 0.547318E+03 0.598700E+03
          64         0.00    0.170877E+04    0.567858E+03 0.494502E+03 0.646413E+03
          65         0.00    0.161168E+04    0.494359E+03 0.511311E+03 0.606005E+03
          66         0.00    0.165155E+04    0.527062E+03 0.490793E+03 0.633699E+03
          67         0.00    0.172233E+04    0.552029E+03 0.542458E+03 0.627844E+03
          68         0.00    0.168404E+04    0.588233E+03 0.514752E+03 0.581057E+03
          69         0.00    0.173157E+04    0.601425E+03 0.537406E+03 0.592737E+03
          70         0.00    0.162671E+04    0.562503E+03 0.468087E+03 0.596125E+03
          71         0.00    0.157782E+04    0.529303E+03 0.473619E+03 0.574902E+03
          72         0.00    0.155578E+04    0.516098E+03 0.498019E+03 0.541663E+03
          73         0.00    0.163732E+04    0.519613E+03 0.549127E+03 0.568578E+03
          74         0.00    0.166830E+04    0.587022E+03 0.534006E+03 0.547273E+03
          75         0.00    0.170517E+04    0.583493E+03 0.564701E+03 0.556976E+03
          76         0.00    0.175016E+04    0.639541E+03 0.564174E+03 0.546443E+03
          77         0.00    0.173520E+04    0.628029E+03 0.576733E+03 0.530434E+03
          78         0.00    0.177740E+04    0.618153E+03 0.594688E+03 0.564558E+03
          79         0.00    0.175361E+04    0.615945E+03 0.605850E+03 0.531820E+03
          80         0.00    0.175465E+04    0.648616E+03 0.580499E+03 0.525531E+03
          81         0.00    0.186652E+04    0.711318E+03 0.582870E+03 0.572332E+03
          82         0.00    0.175251E+04    0.611748E+03 0.568988E+03 0.571777E+03
          83         0.00    0.173535E+04    0.605915E+03 0.543091E+03 0.586344E+03
          84         0.00    0.174408E+04    0.613555E+03 0.540657E+03 0.589871E+03
          85         0.00    0.168379E+04    0.564414E+03 0.552660E+03 0.566714E+03
          86         0.00    0.171353E+04    0.583220E+03 0.579896E+03 0.550410E+03
          87         0.00    0.177185E+04    0.635744E+03 0.589853E+03 0.546251E+03
          88         0.00    0.177302E+04    0.615354E+03 0.604627E+03 0.553034E+03
          89         0.00    0.176762E+04    0.611079E+03 0.581299E+03 0.575244E+03
          90         0.00    0.174478E+04    0.605611E+03 0.568486E+03 0.570679E+03
          91         0.00    0.168976E+04    0.607480E+03 0.550864E+03 0.531418E+03
          92         0.00    0.167477E+04    0.583184E+03 0.584435E+03 0.507155E+03
          93         0.00    0.166191E+04    0.592069E+03 0.583027E+03 0.486816E+03
          94         0.00    0.166027E+04    0.519805E+03 0.645458E+03 0.495004E+03
          95         0.00    0.179628E+04    0.602646E+03 0.636838E+03 0.556794E+03
          96         0.00    0.171973E+04    0.552024E+03 0.606366E+03 0.561338E+03
          97         0.00    0.164398E+04    0.506718E+03 0.584128E+03 0.553130E+03
          98         0.00    0.167801E+04    0.538382E+03 0.570122E+03 0.569509E+03
          99         0.00    0.165993E+04    0.531131E+03 0.569712E+03 0.559086E+03
         100         0.00    0.164109E+04    0.470736E+03 0.580869E+03 0.589483E+03
         101         0.00    0.172943E+04    0.509426E+03 0.595108E+03 0.624896E+03
         102         0.00    0.169705E+04    0.521004E+03 0.583928E+03 0.592116E+03
         103         0.00    0.157965E+04    0.488511E+03 0.513596E+03 0.577544E+03
         104         0.00    0.168809E+04    0.531682E+03 0.575485E+03 0.580918E+03
         105         0.00    0.171532E+04    0.593271E+03 0.545721E+03 0.576328E+03
         106         0.00    0.177355E+04    0.553883E+03 0.567373E+03 0.652290E+03
         107         0.00    0.173433E+04    0.508972E+03 0.601959E+03 0.623394E+03
         108         0.00    0.170994E+04    0.497078E+03 0.625400E+03 0.587461E+03
         109         0.00    0.184574E+04    0.532513E+03 0.655861E+03 0.657362E+03
         110         0.00    0.184622E+04    0.570265E+03 0.670214E+03 0.605740E+03
         111         0.00    0.179056E+04    0.591603E+03 0.628567E+03 0.570392E+03
         112         0.00    0.177167E+04    0.555072E+03 0.629604E+03 0.586990E+03
         113         0.00    0.173697E+04    0.601184E+03 0.604874E+03 0.530909E+03
         114         0.00    0.164832E+04    0.565524E+03 0.591599E+03 0.491196E+03
         115         0.00    0.169451E+04    0.565800E+03 0.589696E+03 0.539019E+03
         116         0.00    0.170854E+04    0.560495E+03 0.583622E+03 0.564422E+03
         117         0.00    0.175696E+04    0.550288E+03 0.631233E+03 0.575444E+03
         118         0.00    0.187860E+04    0.594764E+03 0.656620E+03 0.627220E+03
         119         0.00    0.177841E+04    0.549984E+03 0.633986E+03 0.594438E+03
         120         0.00    0.183722E+04    0.573210E+03 0.606756E+03 0.657249E+03
         121         0.00    0.173738E+04    0.516532E+03 0.612246E+03 0.608602E+03
         122         0.00    0.164602E+04    0.495055E+03 0.566187E+03 0.584780E+03
         123         0.00    0.165774E+04    0.515395E+03 0.556145E+03 0.586199E+03
         124         0.00    0.171288E+04    0.507498E+03 0.582108E+03 0.623279E+03
         125         0.00    0.178144E+04    0.539046E+03 0.613865E+03 0.628527E+03
         126         0.00    0.178975E+04    0.558156E+03 0.582331E+03 0.649264E+03
         127         0.00    0.186233E+04    0.610765E+03 0.632696E+03 0.618865E+03
         128         0.00    0.181836E+04    0.617954E+03 0.557288E+03 0.643119E+03
         129         0.00    0.168445E+04    0.540862E+03 0.560268E+03 0.583316E+03
         130         0.00    0.170562E+04    0.564196E+03 0.561195E+03 0.580230E+03
         131         0.00    0.180619E+04    0.598959E+03 0.586653E+03 0.620583E+03
         132         0.00    0.184226E+04    0.618500E+03 0.603965E+03 0.619795E+03
         133         0.00    0.181061E+04    0.628284E+03 0.591696E+03 0.590628E+03
         134         0.00    0.178581E+04    0.651590E+03 0.599255E+03 0.534969E+03
         135         0.00    0.181084E+04    0.623321E+03 0.605667E+03 0.581855E+03
         136         0.00    0.180747E+04    0.564256E+03 0.641217E+03 0.602001E+03
         137         0.00    0.183241E+04    0.594170E+03 0.660557E+03 0.577683E+03
         138         0.00    0.183044E+04    0.639193E+03 0.595980E+03 0.595269E+03
         139         0.00    0.181437E+04    0.642178E+03 0.563701E+03 0.608488E+03
         140         0.00    0.178109E+04    0.603251E+03 0.558328E+03 0.619511E+03
         141         0.00    0.177339E+04    0.603157E+03 0.567142E+03 0.603093E+03
         142         0.00    0.179198E+04    0.620060E+03 0.583232E+03 0.588686E+03
         143         0.00    0.176241E+04    0.589953E+03 0.595902E+03 0.576554E+03
         144         0.00    0.165470E+04    0.562410E+03 0.546081E+03 0.546207E+03
         145         0.00    0.172815E+04    0.562100E+03 0.572510E+03 0.593539E+03
         146         0.00    0.173931E+04    0.583976E+03 0.567281E+03 0.588050E+03
         147         0.00    0.172832E+04    0.538411E+03 0.597299E+03 0.592613E+03
         148         0.00    0.180319E+04    0.603787E+03 0.579361E+03 0.620040E+03
         149         0.00    0.175639E+04    0.556370E+03 0.606484E+03 0.593533E+03
         150         0.00    0.174658E+04    0.553463E+03 0.626972E+03 0.566147E+03
         151         0.00    0.180076E+04    0.579736E+03 0.613250E+03 0.607771E+03
